,ESCs,PGCLC_d6,IVD_D3,IVD_D5,IVD_D7,IVD_D9,IVD_D10,IVD_D11,PGC_E14.5,PGC_E16.5,PGC_E18.5,P1_oocyte_small,P3_oocyte_small,P4_oocyte_small,P6_oocyte_small,IVD_D13,IVD_D15,IVD_D17,IVD_D20,IVD_D23,2nd.fol_vivo,Incomp.GV_vivo,Comp.GV_vivo,MII_vivo,MII_vitro,2-cell,moduleColors
Polr2l,3.349691774,3.964786493,2.266334788,1.294406729,2.304676449,4.328214656,4.180635896,4.902925608,1.834713403,2.948647185,4.674686372,4.961487811,5.060822395,5.61091142,7.167774631,8.270417349,5.149475018,6.249163693,4.362546851,5.355034546,5.472339709,5.478353805,5.726492307,0.152508955,0.423061807,67.37351563,turquoise
Ap2a2,62.37628427,64.04614647,48.55450854,43.35756402,36.37469065,45.51708235,41.52046817,43.62842496,37.05503307,32.21162693,36.74286674,30.24472352,26.85135724,25.36390302,27.75914564,21.18422707,11.94984138,8.643460098,6.804555292,6.987578248,7.310307184,5.692333081,3.82347817,0.10752298,0.52349039,28.97115394,brown
Tollip,24.16903272,17.93814704,15.22410435,41.77835062,60.87344193,49.05507588,54.11427331,52.82937002,54.89164677,49.4888991,40.7396265,35.8896393,38.53547635,36.90229227,38.52545445,19.30533612,17.23817079,16.16605678,21.2305036,22.4422704,18.57912902,22.41707817,40.00028389,88.17631145,91.70651327,46.77638057,yellow
Mob2,14.95802204,26.57509392,36.47258229,48.64687273,57.74018278,37.14053197,30.47145951,34.79179337,60.97356302,43.58800644,38.47470602,37.67156038,40.02149073,34.67827555,35.99970134,40.09665088,37.84616939,46.09768432,51.05185363,57.7416628,47.97035278,52.79536501,27.99030266,5.327154937,13.99860517,25.51253254,black
Ctsd,162.5295191,201.2731981,224.7949699,268.9369779,227.9915201,329.7982383,404.3215771,637.6499046,278.7244154,298.9032,437.0304503,366.114491,269.0804057,266.0277137,268.5692774,451.8223157,343.0140238,255.7773177,180.2759167,164.2752851,174.7890727,106.1579168,37.87528525,14.23826881,51.63692559,23.49518052,greenyellow
H19,0.062525768,292.025709,90.44442721,39.83517714,21.41618065,133.3849053,192.7504514,124.8991399,43.3084427,128.9180034,52.47909416,11.82559566,0.952886946,0.400958987,0.613755568,0.334294363,0.077782061,0.086918018,0.149003525,0.043111118,0.035066275,0.037606362,0.00935299,0.01034089,0,0.095766742,lightcyan
Mir675,0,524.7095649,159.6737201,66.78490604,20.44099871,207.4989952,294.2017959,218.5463117,69.34890953,181.2351348,85.58364316,13.22691106,1.485809573,2.553524603,0,2.047527537,0.249075299,0,0.285938523,0.254658015,0.107601572,0.448430369,0,0,0,0,lightcyan
Th,0.009549949,0,0.659202229,0.034950924,0.07545832,4.763088529,15.08628877,32.38397731,0.185482283,0.944544157,73.33455754,134.8032237,130.544508,127.7192032,134.8220094,81.53993456,71.25346714,62.48436515,47.58708647,57.48916773,49.67833637,42.81556397,36.38032307,9.736995246,17.71365839,19.27790905,magenta
Cd81,319.0521909,25.20590226,25.97282333,33.16798949,23.17884887,55.20143939,70.13254911,61.88811032,38.00837652,35.81419518,16.13913819,14.10903969,22.21647293,24.48844907,24.24076261,6.623173854,4.119748374,2.468634545,2.419276513,3.034387857,1.496687531,0.646874601,2.498551666,0.987368238,1.548711889,0.432176431,salmon
Cdkn1c,1.479440921,10.2886672,17.91679444,19.62180112,21.2142515,21.88457902,22.05489698,17.80330691,49.90832502,52.02881578,28.65139197,25.20716422,44.94520439,51.09535918,57.21724212,16.22607333,21.76455851,25.77361613,24.91560687,18.81727685,17.19001372,10.4367815,7.467856939,0.111923129,0.151602931,11.95110337,cyan
Phlda2,4.393042924,54.34446001,110.677097,24.66864226,4.637934645,2.353435379,1.855428757,0.649114229,40.81597802,0.443362729,0.129678133,0.031585764,0.177042905,0.113600152,0.131660778,0.269864824,1.233496884,3.935336823,5.572554629,5.286868051,2.614336703,2.739290648,2.984901814,8.729925313,10.44032001,49.14172996,lightcyan
Nap1l4,81.19820924,97.60812433,128.2098022,129.3310946,108.7922379,111.8015265,127.8834223,150.8702263,123.7848347,99.69218915,149.1106644,171.0143121,185.8224158,184.1566685,169.0082734,299.6173546,288.2550162,268.7289914,254.0898963,231.9337343,250.0472477,269.1629959,211.0704181,59.74173397,116.2754864,150.529232,purple
Cars,89.04409555,34.77177693,24.17259659,27.34777262,24.27609155,22.65233399,20.56685711,23.37538251,30.8621086,21.71113023,28.15295888,32.08490925,30.5404844,30.27052674,32.3388734,28.47764942,23.90531866,23.60027366,20.77020731,19.05708211,23.07518111,19.68269329,19.18669105,0.212380362,0.83685615,8.175024138,salmon
Dhcr7,86.36417192,60.82908778,110.7418352,68.6627795,37.60446896,49.32213797,38.6910049,34.30445708,27.79735802,20.52005119,10.62298385,11.43458816,10.50252783,11.6525318,10.97573938,11.95286834,7.537172132,7.134999894,7.206826533,7.821704469,8.226487344,9.216422807,9.26704448,0.822361406,2.769098105,31.80627454,brown
Cttn,59.16963502,36.89328639,40.05527014,32.13225032,23.84527364,46.65739183,50.92801958,50.64485464,20.58130959,32.71180325,40.71986194,57.87578929,71.13337987,70.9418897,72.42743474,37.21009467,28.07198666,23.49745803,22.08955783,20.48720307,23.42440309,15.26103441,4.607230278,7.049540138,8.279090797,25.30143573,midnightblue
Ppfia1,19.1344046,29.72834625,34.73717822,34.46545453,26.08990521,27.48384427,25.5160319,22.26383511,24.35265556,18.90013229,16.32573793,15.11383742,13.18228615,12.25676943,13.29725147,12.39544774,8.119703228,8.579543119,14.75293217,19.20700438,17.43865076,27.98471352,58.33625703,229.9721854,186.1763525,103.4755065,orange
Fgf4,129.6180729,0.08124505,0.189620068,0.040533844,0.017277861,0.006676296,0,0,0,0.065741653,0,0,0.007427274,0,0,0,0,0,0,0.042782984,0,0,0,0,0.020479816,36.20431206,salmon
Ccnd1,55.95878753,0.257317305,5.667775646,20.18080013,10.99387943,10.46516106,7.74409855,6.880155571,48.88555337,3.139012435,0.78938743,0.496639576,0.287695002,0.240819015,0.276484067,0.247469382,0.343881615,0.300736127,0.506570551,0.581941328,0.259572485,0.331468694,0.34036236,0,0.056074065,1.484779712,salmon
Mir3962,120.018883,0,7.263362393,56.27875008,9.739357885,41.65646932,52.18562102,20.97775076,138.8073474,12.18168303,4.273150323,6.467776058,0,0,3.428498393,0,0,0,1.385503296,0.563339461,0,0,0,0,0.38454506,9.39061307,salmon
Mcoln1,29.07051358,30.1876486,30.61807056,54.34694563,71.15375553,55.91297368,63.68830778,67.89142948,61.18529581,98.93685044,105.4704917,136.1246791,134.9423642,143.1318444,131.967113,67.76739758,44.74574983,39.67880466,32.55735314,33.39139108,34.79884955,28.74207694,26.65854794,4.742999335,12.8092534,4.752570416,cyan
Pnpla6,26.76543554,22.18978743,24.26924759,23.79316185,34.62601748,33.74162602,40.12669543,51.54933429,14.51441027,23.50897253,49.20429238,79.89835254,78.17631962,84.791321,83.74446072,74.99951202,55.9391934,52.73040596,39.40333938,39.51034693,27.55066313,17.8218162,8.956754056,1.837218233,7.578565192,8.503892588,cyan
Camsap3,23.06523007,33.33503724,28.34296641,15.5825525,12.34415456,18.30847805,31.28118612,47.35228701,16.44339421,13.55543829,59.332293,108.0594736,106.1042055,106.0373883,98.45569692,96.07836863,95.72483351,112.3446457,113.0280776,132.8884512,143.6075705,142.6619081,123.4993611,1.794146306,5.887749559,1.611847006,darkgreen
Xab2,49.99005018,60.40163747,41.76418924,37.28335125,48.9192788,52.10735464,53.47292826,51.10510904,40.52466324,62.99154641,68.2992842,65.33888461,46.79245585,44.63131861,39.67023488,24.5844906,20.39371576,20.22061626,20.63880075,21.26391864,17.65378399,17.59860669,20.59817376,0.142310211,0.428926002,24.15277035,red
Stxbp2,37.76773219,18.68841051,18.54178668,34.05624682,28.82194822,36.33206865,41.30940052,43.57501488,47.58807715,29.03338015,83.79504856,84.35983687,74.26186003,72.20117067,65.47464461,41.31739475,27.5908071,24.22315683,19.77138875,18.48790959,20.20861188,13.86372367,9.979087408,0.407751266,1.025873352,2.275152868,cyan
Trappc5,16.86411161,25.39867399,23.89027131,17.94310431,12.88393825,15.45667456,20.95587259,20.24864248,15.7684657,18.72101135,31.48626389,33.23251638,31.75345413,30.15252305,31.4953576,31.48487916,39.30311594,43.46904751,48.56634155,59.2356092,56.15002049,64.84896839,52.70140711,0.763541083,3.772650739,7.380343763,blue
Evi5l,3.417494844,2.590686852,4.928091658,29.09339786,53.62998322,25.22481028,16.71554912,21.72965514,49.63913671,14.85224092,10.31188047,10.29304013,9.880125283,11.24764637,9.669563599,9.23768044,6.805870245,4.846456332,2.897847715,3.396733922,2.459049224,1.421021674,1.78633579,0,0.058631467,3.630626641,black
Lrrc8e,0.037475926,0.019837264,0.103431413,0.638326699,0.744705082,0.73620059,0.586859187,1.646751154,0.331618306,0.062084447,0.093870938,0.446265763,0.58974978,0.547222443,1.024461311,20.71267487,35.99732938,47.72352723,57.15444523,66.04937001,57.89770924,63.5511924,43.42663827,1.408614991,4.564010915,13.62363826,blue
Snapc2,17.8100542,24.73745243,24.7569356,29.8739822,26.2110124,23.53925917,24.31265723,24.80686055,36.4087657,30.74165506,35.99538928,35.74809407,32.22468974,30.8285794,28.2215742,32.55729413,29.08300001,30.92100332,25.10195922,26.90360659,23.87862268,15.45342596,2.355381615,0.324060836,1.331781131,100.2736842,turquoise
Timm44,58.16106823,63.21428468,48.26204741,36.85461334,34.88114911,48.79290851,48.29917741,49.20978295,28.950271,47.14399021,61.62322614,67.28293747,62.27131653,61.35946124,63.95281969,47.56760312,46.02005681,45.55685625,44.65982532,44.65304841,45.38021264,45.72060216,38.46723926,0.968237092,4.334268561,33.63470437,midnightblue
Efnb2,0.614572645,1.819758333,5.415920818,7.093579111,15.30279486,11.72531671,12.60200515,9.218451768,12.10186872,14.80645883,9.098214491,13.26513256,12.06831355,12.18253688,11.25213034,4.867185139,4.709873854,4.335331765,6.69605072,5.664275563,6.825540571,4.234457188,7.600715309,42.11748303,28.39128282,67.42701315,darkmagenta
Arglu1,99.18901288,150.7564796,176.465069,146.8498321,197.3610667,158.8421621,145.3536805,134.0246325,133.3196429,160.1208173,154.591839,145.1537458,133.6244743,121.5351356,129.3632876,59.95971474,40.50293384,32.16879443,22.94312928,12.82532889,20.37653765,10.49960741,7.768470186,3.923285104,6.934922985,148.2130872,lightgreen
Mir7654,124.4964053,183.9715462,254.0231397,122.1153859,170.9572028,116.0242442,110.5530157,92.72472719,115.2955078,126.7521863,132.262449,104.9835348,104.1278234,87.75670445,93.01743865,44.9661346,25.30583383,22.85310429,16.00936158,16.06473332,24.32726868,3.174897545,11.29094974,2.144154253,10.55003225,145.6844168,brown
Lig4,4.091799058,6.424677124,7.074009279,4.835722405,6.112574489,5.718245298,4.900315811,4.854684992,4.004427668,9.112227954,6.287111684,5.22393574,6.018775453,5.609194745,4.861280185,10.65126762,11.00433227,11.36323262,20.26894587,20.4424891,25.24701279,39.07132995,41.92424124,50.87756535,34.73211132,6.815873057,green
Abhd13,7.681101979,10.05603224,12.74327127,13.41288179,13.55715688,13.40289419,13.66956251,13.11098868,13.7356905,17.99217721,17.89633088,18.63788569,19.99504207,18.62847692,18.81306624,11.82601829,13.86658276,14.81250643,22.07629601,23.12313972,23.50880857,29.8134003,62.41297362,120.3089112,115.1546298,14.85654047,yellow
Col4a1,0.344425922,3.537964195,3.249928004,4.222069714,4.669128853,21.3677435,52.19081091,39.10611767,7.351471829,4.597514319,8.25955601,11.07992922,10.1308831,10.21166681,8.899972675,3.307265306,1.899593883,1.433400509,2.044944443,3.43896762,1.34010552,6.344826137,4.001069325,1.892096195,5.922800825,0.693001208,darkgrey
Rab20,0.156384293,0.298339252,1.813855704,1.432962504,2.034437783,4.833226195,9.624201097,10.69400262,0.59314946,0.166728256,1.935664422,10.12681044,17.12675487,19.74030974,19.37780141,6.464820228,3.209358732,2.751994528,2.209889286,1.853354671,1.474501863,0.984443264,0.097095585,0,0.035980067,310.7232486,turquoise
Ing1,28.68352126,20.72987508,12.28556897,9.264592958,8.396314919,12.62837816,14.79185036,13.94751234,7.264088113,12.12284885,17.54943736,19.52347103,22.2884458,23.09787536,21.6317432,11.31900864,12.10491845,11.77984343,21.10269694,34.21687044,30.11212646,48.96365246,46.38215062,116.9928766,73.73967435,102.5474286,green
Ankrd10,34.06416223,50.88526673,39.77388821,22.09150498,17.02798379,20.23203914,19.86421203,18.35547852,16.8790227,26.40334904,25.07542535,24.78580766,17.94506646,16.69098848,15.95187135,9.20994101,5.279267397,3.396255027,2.328767131,2.027945619,3.136034855,2.44145538,0.973205642,0.913098937,1.449270875,181.4448167,turquoise
Mir7238,1.560861446,0,4.610505373,0,2.094960918,0.527286189,0,0,2.537958211,2.049482853,0,1.925537341,0.523363696,0,0,1.333273745,2.919394205,0,0,0.290743997,1.122271716,1.877820636,0,0,0,70.69503012,turquoise
Pcid2,28.83477647,29.21479358,21.59335671,19.37605132,22.87528817,20.78746555,20.46580412,20.16636935,21.77790386,21.23587188,18.57016,17.98954054,14.80302113,15.3127532,13.11631234,26.08175584,33.8061838,41.30343813,44.0143731,44.74900352,26.31304931,26.56850758,31.42009295,89.46301977,84.93754846,18.17260763,green
Cul4a,20.40344699,28.5902088,37.97988231,40.26880909,37.06351583,45.40682886,47.08519531,48.58734148,36.97097385,46.65703199,63.79547505,48.16958677,41.30864147,36.95365951,35.25192423,49.81755803,46.77667015,42.81019266,39.91116575,33.6076249,52.1590602,30.23480286,13.04704672,26.86132607,16.08579598,5.612209601,greenyellow
Lamp1,256.4124289,365.0383701,408.9878423,378.5468871,349.1858071,382.8504722,451.799311,532.647537,330.3784265,559.4610953,593.2730741,733.2057893,714.4297766,722.9365189,668.0606815,834.7729197,668.1861292,520.5204566,388.3640654,314.0904577,366.0443671,282.2376987,234.4494591,46.84164127,136.3408936,49.48901375,darkred
Tfdp1,49.87750528,52.22868763,64.44769261,46.4603689,31.4522167,32.48722485,34.05475738,23.83235116,37.50885153,21.50242136,19.60866659,14.34965651,11.15319374,10.38337009,10.46341431,8.697096707,8.800791767,7.23161681,8.950283321,9.147721622,9.749712341,8.052121192,7.715355446,73.16052548,67.41657277,25.83688295,yellow
Tmem255b,0.012790613,0.012580361,0.026493921,0,0.373751866,2.110971762,7.560660126,14.25495589,0.0204201,1.514345468,13.8865651,31.30892162,63.8642791,73.40827965,94.07796894,125.7144326,132.6860548,144.9150599,123.7531177,177.5887169,130.8674323,147.5729567,139.8940046,2.362947401,10.80148319,1.986809129,purple
Gas6,10.86054152,11.41169196,14.63212908,7.380662847,6.834928549,88.17667697,109.8259954,98.49338792,15.99337173,25.18664165,12.2730689,9.423208574,7.744313268,7.815890461,5.739595112,18.09443009,17.62487576,15.47222726,14.55614964,16.51854676,15.26504928,11.82589698,16.62529499,26.83665403,30.0597479,0.768416898,darkgrey
Cdc16,51.6190439,61.07621408,70.14880854,64.42964492,62.47555959,64.66603555,63.62583771,61.21543309,82.51893849,87.3924136,93.44031342,67.00293099,49.89663042,48.42321256,45.17025915,43.63958938,32.78892011,28.09682173,21.14351745,17.33999633,15.2831418,12.23058585,11.54567709,3.613270443,7.666916559,14.86620138,red
Upf3a,23.41271379,22.40349529,30.40075233,37.79202355,36.53673426,35.28868666,40.32001079,34.99282666,40.37697503,19.01649995,33.81676862,48.85395911,55.33678218,57.60355737,66.26379192,32.35522294,26.84844843,29.317725,27.05619851,21.05401032,21.70776969,15.57495333,14.27706336,0.040093994,1.558240653,13.23850238,cyan
Champ1,21.01702805,35.76136179,30.61894288,31.03943812,31.2462722,26.13037841,23.16438716,26.30440307,28.56971678,31.71269777,29.95569548,41.45757932,43.47827837,39.80915704,36.33553546,25.04886813,30.70154458,35.15889772,54.41527402,64.40218078,64.38089019,83.62250242,98.80866972,28.35713494,21.14859268,30.96088726,blue
Coprs,74.73996756,102.0625597,143.2727402,134.5527112,105.5822804,78.84412725,78.71330512,90.82464065,117.7162168,65.82176494,86.46736782,107.7314476,89.24536562,89.78055943,78.20303154,132.3502262,88.31374297,75.3357296,59.78584958,53.95107445,57.18432236,42.88034711,30.80241918,34.82438878,53.19359158,8.491951824,greenyellow
Tdrp,30.76453641,20.10389679,26.57830598,23.6322263,16.26938407,19.43818039,19.56275232,19.24068313,23.55276766,28.34191591,32.31990178,37.63803408,35.63796266,35.09483588,34.76699086,27.46724672,29.94452666,30.37557682,30.54556689,35.82420139,32.82265678,28.63756157,38.2641618,77.57752015,85.58052371,20.48605879,yellow
Mcph1,14.31520446,15.70528809,14.86807203,20.29894898,23.27429546,19.24999428,22.09872276,28.52749912,23.7640248,19.88904698,34.18871638,53.94460956,60.36182278,65.55071528,60.27058787,39.98781484,45.15131041,51.12722272,48.57512881,47.01382316,44.01237946,41.76297797,49.42085521,3.270077479,8.310635276,29.48122763,magenta
Ckap2,43.11618733,74.88445796,72.09908704,45.01637436,34.21507537,39.29496719,39.43853396,32.84794237,35.72595367,14.76107997,17.11775232,20.70803887,21.64652682,20.53671417,19.39463219,19.90884976,19.60822594,23.57539137,26.6641007,32.13787222,26.30618857,47.96815348,65.4813016,60.56224469,53.88837013,45.00162668,saddlebrown
Slc25a15,12.55465455,7.570476775,13.4872156,12.0611916,6.539480811,14.62574319,20.63173617,31.93654969,5.647550021,13.69443106,34.19857863,50.5243653,52.27819341,53.72823667,55.76797907,76.73900691,84.70616446,83.67724479,99.8462698,95.07258818,100.0921407,96.81642848,102.4755418,108.1627653,133.3098165,27.71570986,darkturquoise
Vdac3,21.75006561,26.20324395,31.73009095,34.63206646,42.62454343,35.62663294,39.81182686,41.99650436,52.980954,32.99058301,35.9140618,44.30806826,48.66288238,51.15350226,48.48416154,50.36776338,45.83195442,45.78212956,41.15574493,29.24589442,31.79360918,31.45101232,30.68723613,0.873616924,3.280896366,11.68604494,darkred
Polb,16.4361863,19.99753441,19.82608478,22.81751952,31.60706365,29.18046613,33.82358337,28.39786438,39.41798529,40.64361216,52.85885818,43.18731104,56.28187043,58.45315887,84.27756841,34.70406094,36.32148281,37.89361794,36.90273881,38.06638216,30.55161704,40.554445,40.31809749,4.69505624,17.1565984,18.11172802,magenta
Ikbkb,5.994741893,8.628917926,14.42427493,17.66017581,15.14770079,17.31268337,20.28517265,26.91765258,13.53021624,21.62065588,31.80999773,48.28983542,57.47987077,62.69615147,65.42621371,92.20455334,84.7033437,82.84030763,66.08841038,54.50224977,45.74313199,25.22797901,10.44656037,0.209658414,1.537110427,0.701518214,magenta
Plat,0.266143085,0.801696816,0.629029638,0.31019933,0.231991532,10.45917036,19.24681016,18.67259392,0.240612253,1.416231266,5.641333387,24.58390017,36.10656473,35.20802842,35.23270293,68.69227361,124.2387809,180.806811,221.6217753,199.802284,205.372826,292.8262108,723.4750282,2584.060749,2142.484818,11.27639863,yellow
Agpat6,21.08881902,19.66491908,22.08196584,31.9810162,33.41826441,29.0744515,29.25206776,32.03383529,36.62737396,32.88188415,25.96434969,25.38587625,25.16931662,23.46792502,23.07299707,28.55566254,21.89790254,21.55366092,28.22991257,32.44853689,30.77612842,37.59809887,27.56235725,53.14639188,28.99636511,23.89384901,yellow
Gins4,68.4632205,63.67906951,54.0554396,38.12916571,34.84804745,43.26513499,42.11624779,51.70763765,31.31115366,36.79572575,58.59485109,81.73392971,103.5648946,118.1745146,112.9749535,110.7744628,95.86452827,90.41375583,76.00280436,74.20371281,63.41938463,63.62037025,64.74447601,1.076170744,2.577321314,71.46111249,magenta
Sfrp1,77.50005324,3.178395254,10.57109408,5.605364161,3.499236502,7.503147068,13.456076,9.504307635,3.102165092,0.549099525,0.392491239,0.19402309,0.193995636,0.133527214,0.124822026,0.140087216,0.143881845,0.046018424,0.005493787,0.051865687,0.014216508,0.025852817,0.027470748,0,0.016889017,5.151702563,salmon
Ppapdc1b,5.80463316,6.863698861,6.05287567,3.703963502,2.6394472,9.893982411,19.86698388,26.39103911,1.335492133,4.444674153,20.28778634,42.36567526,45.57632252,49.54963509,48.41238741,88.84471961,86.99895951,89.92528307,82.21735491,76.82158416,67.13374004,67.06985598,53.40908452,131.0386876,139.4596253,58.47100751,green
Ddhd2,11.59255097,33.54820128,43.42747461,57.66984689,63.38970322,48.80174141,47.02617314,52.95039591,47.00163127,56.13588838,55.24041425,65.1243057,92.1989036,87.31259041,97.60311806,30.5229826,17.23933661,13.33190638,13.27222267,8.429027665,12.8145701,5.472831669,2.808155047,5.121457947,7.242142802,33.9070226,grey60
Lsm1,12.0991438,21.30886043,17.89433512,15.51308414,13.63574094,16.14419687,20.23800289,24.50423319,14.95620203,15.48385941,31.40380345,36.14211828,37.35676931,35.58131794,34.52230222,80.55943122,73.13818177,67.89416168,60.26391238,45.35719196,47.0166853,36.79878548,11.69659686,17.14359477,28.52263666,15.09780505,purple
Ash2l,95.34946466,125.0479441,107.0852779,53.05742614,44.149688,56.35213067,56.73526528,52.63201436,56.95478131,53.13520757,61.0159553,61.47989747,54.45867238,50.00763074,43.54032743,55.2452542,40.73660211,35.16229251,31.01235604,23.21633611,28.81986891,19.56359561,17.06191514,3.584709709,6.33431449,31.03099567,brown
Fnta,67.22422895,56.78760083,40.63324236,26.25091232,29.56232777,40.41662092,43.2102155,41.12931681,28.44672309,54.02154776,66.19642055,62.54876715,58.06404269,57.83103527,57.11768579,37.4385261,31.10477946,33.3244744,33.88953014,39.70233761,25.08642502,35.95020791,48.73847278,65.91349719,54.08751774,27.38975714,cyan
Erlin2,16.6846436,23.31617643,34.45195283,36.4145061,35.2682107,36.24207088,38.79251261,43.25942578,30.26232112,39.03149834,49.38146544,54.85017929,57.03049693,54.06563205,51.68419748,32.97607987,22.86555032,15.57487895,16.54081106,14.60150226,19.60165559,9.024505173,3.316582143,2.991985253,1.899263618,2.071435523,grey60
Prosc,16.30258799,9.59197978,8.871265185,7.273464567,5.487942333,8.443421423,8.094509533,7.528577709,4.106248415,7.716962645,8.16131954,6.105919622,6.127990434,6.286789774,5.628839789,3.314263287,2.452582509,1.962786976,2.182982372,1.933673093,2.084622382,1.667646961,1.89617129,0.832247048,0.599723988,52.16059547,turquoise
Brf2,13.04891866,24.20340376,17.93621574,15.40121137,16.83652137,16.25099569,16.72392569,25.78240277,9.117042655,27.98418643,29.24028122,41.33881752,56.46459096,62.58312332,62.86902927,67.7419038,77.72671718,94.74395946,107.3155063,151.7974278,94.08828584,132.0258017,144.2894434,4.027689293,9.501784767,134.6843869,darkorange
Eif4ebp1,472.6480388,213.2296622,132.0605376,28.76964323,24.09711171,49.68332672,70.09004729,65.04045509,10.88316608,18.19733469,70.68833589,106.6836137,112.1330526,104.9340142,115.4877996,82.06206455,39.14827234,24.27499407,14.91997987,10.30557901,15.8698448,6.650241568,2.448178739,1.09639376,3.053635998,30.06159328,pink
Rnf122,1.22990914,2.724796777,1.81812735,0.860051071,0.487381132,2.434201136,5.068059759,6.026426847,0.387461298,0.612648009,0.968765042,2.188047992,3.001080127,3.018287234,3.368179083,12.34997288,19.1240009,24.3399628,30.38197433,32.5374173,28.04138223,43.03156571,75.57782581,0.783688365,3.465977,74.27897188,darkorange
Mak16,64.30314271,86.71909975,73.83394187,44.3052649,36.5974786,51.68403803,45.41642558,45.02306053,25.82146693,36.63036948,39.43694475,29.30849702,24.49876367,22.92204428,20.07064433,16.27090244,7.957028104,5.468630102,4.607887739,2.574613785,4.052301238,2.032686185,0.371544599,0.02528786,0.090638928,159.6809937,tan
Tex15,3.979518136,4.465049377,9.276147491,83.08690998,146.6059734,99.81351503,96.72979226,101.5800377,228.9887457,228.0991952,267.343697,175.7949933,126.5285145,124.2210383,111.9494852,25.4830262,10.84468816,6.991231189,6.585575653,4.822780986,5.344589868,4.806294981,5.68283764,1.521720005,1.784301039,12.06020809,red
Ppp2cb,51.58675816,71.650899,71.89063144,62.30386628,41.84788137,64.07059335,74.0178618,63.91294959,37.20424289,37.88639907,59.51137023,70.82645394,70.32533461,68.88531272,71.04792015,60.57226006,43.43409355,32.78295619,27.37281936,17.92930301,26.99333041,13.37858768,1.593836337,0.313011542,1.32236586,172.5392201,royalblue
Gsr,118.1141047,208.7631517,146.3333764,75.19481858,41.79116766,71.41178635,70.08788946,74.89710288,42.44425585,17.59209026,45.7755555,73.75471169,68.93121103,56.76601655,58.44362431,24.55130576,12.10428527,5.921068832,4.278665523,2.503089414,4.188703555,1.109920224,0.966147431,0.321070537,0.689729442,17.71315768,brown
Gtf2e2,70.08716009,78.89817641,101.3639361,127.6831593,129.7133155,99.22069243,95.59379331,94.79457657,147.8744486,116.7322599,114.1894046,91.98824947,88.29702025,90.55106502,87.86952106,66.18473811,53.14528261,52.50090236,50.1903546,44.47505699,41.79111655,42.66921392,38.42709283,5.072417934,17.61739541,34.8404539,red
Rbpms,74.45608729,53.44181122,46.94589137,20.31964718,9.606383977,19.67913644,22.2543747,18.46353401,11.03959914,7.902439069,10.34186383,14.22162777,17.92453821,19.96657602,16.63342927,20.6329356,18.89918198,20.01264595,20.81342786,30.16910608,26.33799649,32.75157903,40.48892473,60.86552463,53.37132856,40.9963214,yellow
Dusp4,4.218510497,93.40831469,35.38829211,4.936090769,3.686931224,15.03348871,14.50038077,9.788520121,3.294131136,1.285563945,1.616684112,2.739159269,2.128402004,3.324405902,4.019210669,1.634961356,0.873658541,1.708748086,2.968091185,2.5564996,1.356894324,1.515625717,0.627847124,0.186894897,1.220543792,5.364180697,lightcyan
Tnks,18.20608508,17.00318239,18.9652742,19.17182163,14.41817118,18.21377994,17.08901847,14.57390089,15.39401104,19.29244611,14.75102349,12.69154176,13.66853863,12.51109257,13.82835948,4.230800334,2.677996147,2.39550729,3.819555504,5.765524921,6.094704639,7.613887759,18.47070708,76.97763494,61.65418043,16.48536854,yellow
Lonrf1,13.52372676,19.40018467,23.59499321,17.57573043,12.89841847,16.95606917,19.41705977,17.58671038,14.62958106,27.75307504,40.01308944,32.20561173,24.83286227,23.35642925,20.04426046,13.6012139,12.85731502,12.21660002,14.43251476,15.13210511,13.64544836,14.48413241,20.28459543,52.79739363,55.26466165,8.519259791,yellow
Tusc3,18.29048186,34.60431624,23.05937278,32.82187632,39.67915604,43.48505407,44.52265238,50.06490036,29.16372827,61.38564669,50.99580184,44.82488506,53.02375257,56.62942828,60.09555257,73.85238359,86.39235788,87.40132648,99.52006374,109.7879132,119.5048823,133.5522237,160.7917073,174.0270338,185.386464,21.57822908,green
Cnot7,32.28826172,49.84607509,53.89056947,46.13761057,45.4857851,52.17686612,52.21655399,49.35231603,46.62155625,45.19057192,35.31209525,36.73672615,50.11221162,52.67708582,52.86372449,25.24220337,19.32093007,19.50776916,27.11408419,28.96136314,25.18018561,63.0631651,132.7526895,621.4682257,692.1625723,211.208035,yellow
Mtus1,4.28134914,2.155546009,2.605826095,1.081147728,0.903896703,10.66463123,22.36949921,30.70938555,0.420548951,2.135934642,50.09034555,62.09017819,60.54333739,61.5818749,67.15079322,73.44901229,116.3128102,140.7088862,177.754693,130.6377115,144.5020044,147.8662081,197.8608327,204.6499519,133.122051,69.20379834,darkturquoise
Pcm1,19.28337978,23.52352328,27.07864134,40.38473573,42.47068006,42.67028154,36.61975982,36.44007764,39.71766069,57.43206915,41.35198025,31.6157737,31.71673148,30.82959669,32.35617129,16.50308761,13.5512153,15.24469739,17.27202016,13.62376066,15.5369356,13.74355783,16.46293211,40.83696554,29.08831566,18.16470814,red
Asah1,87.97414295,40.22210564,64.81711104,65.07657028,30.90229596,42.12492709,42.92994162,46.25908985,50.83260402,15.62779853,14.97083166,24.72986327,26.77192145,22.88320875,20.77287743,14.93778322,7.950792845,5.532509232,3.673104762,2.530366043,4.076006808,2.232824125,1.568591085,0.133796232,0.667079159,9.048606656,brown
